ID,ID,Budget,Popularity,Release Date,Revenue,Runtime,Vote Average,Vote Count,IMDB
361,11560,42000000,19.442,2002-04-05,63781810,115,6.33,669,tt0257756
362,12079,2000000,12.635,2002-06-01,0,101,6.533,378,tt0283003
363,6020,12000000,9.878,2002-03-22,12517488,93,5.4,194,tt0279781
364,423,35000000,50.264,2002-09-17,120072577,150,8.382,7922,tt0253474
365,1956,3500000,8.236,2002-09-20,0,103,6.1,252,tt0302674
366,16028,17000000,12.133,2002-11-01,0,89,4.87,215,tt0283632
367,9685,9000000,9.436,2002-09-13,4777465,97,6.643,241,tt0280760
368,11979,35000000,28.252,2002-02-10,45479110,101,6.064,892,tt0238546
369,14112,7000000,9.955,2002-10-18,2062066,104,6.431,152,tt0298744
370,4911,15000000,13.023,2002-12-14,12150301,118,6.2,250,tt0279331
371,9026,0,10.462,2002-05-17,0,97,6.889,420,tt0278500
372,9023,80000000,80.751,2002-05-24,122563539,83,7.692,4090,tt0166813
373,8051,25000000,18.523,2002-10-25,24665649,96,7.1,1959,tt0272338
374,15070,20000000,46.28,2002-07-17,14946150,96,6.554,598,tt0281322
375,9027,0,14.388,2002-08-21,0,91,5.1,193,tt0280720
376,29339,0,12.013,2002-12-27,0,132,6.9,144,tt0309912
377,20009,14000000,11.11,2002-02-01,6413915,86,5.2,161,tt0240900
378,10771,60000000,20.518,2002-09-27,104391623,98,5.702,1691,tt0290095
379,16857,0,8.27,2002-06-14,0,104,6.7,134,tt0238924
380,13376,0,15.323,2002-11-27,23833131,76,5.2,263,tt0271263
381,12770,25000000,12.408,2002-09-13,14277032,85,4.8,117,tt0265808
382,9689,16000000,12.478,2002-05-03,0,112,6.559,430,tt0278823
383,9557,20000000,19.79,2002-10-01,8586376,94,5.278,566,tt0285462
384,9260,1200000,10.609,2002-05-24,0,86,6.196,171,tt0271259
385,12771,29000000,16.622,2002-08-23,16930185,100,5.354,270,tt0261289
386,8869,30000000,26.903,2002-07-17,45867333,99,5.721,1028,tt0271367
387,4912,30000000,15.376,2002-12-31,33013805,113,6.7,994,tt0270288
388,31005,21000000,10.99,2002-09-09,10011050,117,6.283,196,tt0179098
389,21484,0,25.961,1981-05-27,1158473,124,7.357,821,tt0082933
390,9093,35000000,15.494,2002-09-08,29882645,132,6.584,474,tt0240510
391,201,60000000,27.365,2002-12-13,67312826,117,6.292,1209,tt0253754
392,6278,60000000,20.297,2002-07-09,82150183,101,6.142,1943,tt0253556
393,8198,30000000,10.128,2002-11-22,27674124,101,6.5,250,tt0258068
394,11468,18000000,11.416,2002-02-02,676698,103,6.6,270,tt0235737
395,13536,40000000,11.85,2002-09-06,22433915,108,5.738,296,tt0269095
396,11892,50000000,21.778,2002-04-19,56714147,120,6.139,868,tt0264935
397,11812,43000000,18.638,2002-04-12,68696770,84,5.471,934,tt0253867
398,7299,20000000,27.707,2002-12-06,5359645,107,7.022,3974,tt0238380
399,11458,20000000,7.468,2002-11-21,5484302,100,5.3,141,tt0274711
400,3131,100000000,27.706,2002-12-14,193772504,168,7.315,5858,tt0217505
401,9039,30000000,12.946,2002-09-20,13414416,106,6.213,495,tt0280380
402,2134,750000,18.889,1960-05-25,0,103,7.358,681,tt0054387
403,9573,50000000,18.134,2002-08-09,31794718,110,6.151,671,tt0309377
404,16643,40000000,14.684,2002-04-24,16872671,103,5.723,428,tt0282687
405,9544,40000000,10.129,2002-08-09,18902015,101,3.715,312,tt0295254
406,9932,60000000,16.628,2002-12-06,55003135,96,5.795,1065,tt0289848
407,10052,60000000,19.676,2002-02-22,52322400,104,6.517,747,tt0259288
408,2103,47000000,17.689,2002-11-27,30002758,99,5.904,1123,tt0307479
409,2185,40000000,13.652,2002-04-05,8493890,85,6.188,245,tt0246464
410,8427,70000000,17.173,2002-10-31,51386477,97,5.382,832,tt0297181
411,12590,40000000,21.896,2002-08-11,2622015,105,6.057,376,tt0276816
412,3132,70000000,19.46,2002-06-07,65977295,116,5.43,653,tt0280486
413,9275,55000000,12.825,2002-03-28,8382938,109,5.912,329,tt0266452
414,9884,85000000,16.954,2002-02-06,78382433,108,5.745,1199,tt0233469
415,5851,85000000,11.575,2002-03-14,77885672,95,5.522,845,tt0284490
416,10592,70000000,17.272,2002-02-15,32287044,125,6.4,806,tt0251114
417,11484,0,14.384,1975-06-25,30000000,125,6.3,414,tt0073631
418,10375,55000000,16.226,2002-01-04,6632383,96,5.614,554,tt0160184
419,10996,120000000,34.259,2002-07-19,169956806,78,5.742,2144,tt0243585
420,10550,70000000,12.599,2002-09-20,19924033,91,4.38,309,tt0308208
421,8665,100000000,22.714,2002-07-19,35168966,138,6.467,837,tt0267626
422,12100,115000000,21.041,2002-06-14,77628265,134,6.2,1078,tt0245562
423,11692,100000000,12.739,2002-08-15,7103973,95,4.383,416,tt0180052
424,9016,140000000,59.102,2002-11-26,109578115,95,7.53,3625,tt0133240
425,12,94000000,114.823,2003-05-30,940335536,100,7.823,17466,tt0266543
426,122,94000000,92.33,2003-12-01,1118888979,201,8.474,21308,tt0167260
427,22,140000000,140.291,2003-07-09,655011224,143,7.8,18545,tt0325980
428,310,80000000,82.413,2003-05-23,484592874,101,6.699,9676,tt0315327
429,10719,32000000,20.441,2003-10-09,225097437,97,6.652,3473,tt0319343
430,604,150000000,52.036,2003-05-15,738599701,138,7.031,9700,tt0234215
431,36658,110000000,2.087,2003-04-27,407711549,133,7.0,9094,tt0290334
432,10678,20000000,13.082,2003-03-07,132675402,105,5.975,631,tt0305669
433,691683,0,31.509,2022-03-18,0,107,6.563,199,tt6705162
434,10330,26000000,41.266,2003-08-05,160846332,97,6.441,3303,tt0322330
435,12279,38000000,40.337,2003-07-25,197011982,84,5.079,1936,tt0338459
436,9373,9500000,55.092,2003-05-21,107363905,98,6.219,2273,tt0324216
437,322,25000000,39.912,2003-02-20,156822020,138,7.747,5702,tt0327056
438,4256,48000000,73.667,2003-10-24,220673217,84,5.983,3568,tt0306047
439,9506,75000000,24.531,2003-04-11,195745823,106,6.114,2715,tt0305224
440,9919,50000000,30.621,2003-02-07,177502387,116,6.738,3324,tt0251127
441,6466,30000000,49.537,2003-08-15,116643421,97,6.0,2187,tt0329101
442,11635,24000000,21.271,2003-02-21,87135520,88,6.577,1541,tt0302886
443,584,76000000,11.229,2003-06-05,236350661,108,6.465,6427,tt0322259
444,8273,55000000,48.22,2003-08-01,231449203,103,6.2,3636,tt0328828
445,8326,20000000,20.388,2003-04-18,71406573,117,6.8,1170,tt0311289
446,667296,0,0.605,2020-01-30,0,0,0.0,0,
447,9654,60000000,28.625,2003-05-30,176070171,110,6.755,4897,tt0317740
448,10327,45000000,38.747,2003-07-02,124914842,95,5.61,1353,tt0333780
449,6964,80000000,26.165,2003-12-12,266728738,128,6.621,1385,tt0337741
450,10708,60000000,23.334,2003-05-09,164433867,92,5.898,1892,tt0317303
451,153,4000000,26.293,2003-09-18,119723856,102,7.393,6431,tt0335266
452,24,30000000,42.621,2003-10-10,180906076,111,7.971,15588,tt0266697
453,12090,18000000,20.032,2003-01-08,101564935,95,5.742,1194,tt0305711
454,10147,23000000,18.339,2003-11-26,76490720,92,6.524,1835,tt0307987
455,9257,80000000,30.269,2003-08-08,116643346,117,6.139,2207,tt0257076
456,2055,22000000,22.282,2003-08-29,68296293,139,7.2,897,tt0316356
457,4464,87000000,17.381,2003-07-22,148336445,141,6.999,713,tt0329575
458,83,130000,21.596,2003-10-26,54667954,79,5.514,931,tt0374102
459,277,22000000,46.035,2003-09-19,95708457,122,6.796,5510,tt0320691
460,14873,20000000,28.582,2003-02-07,135680000,72,5.882,1030,tt0283426
461,1428,29000000,24.46,2003-09-11,98185582,102,6.273,1898,tt0285823
462,504,8000000,21.566,2003-12-24,60378584,110,7.246,2002,tt0340855
463,18736,17000000,17.361,2003-05-02,55534455,94,6.313,1147,tt0306841
464,10934,18000000,15.476,2003-09-20,58878723,113,6.845,732,tt0328589
465,9480,78000000,33.311,2003-02-14,179179718,103,5.243,4526,tt0287978
466,2832,28000000,20.591,2003-04-25,90259536,90,7.18,3306,tt0309698
467,10727,0,20.949,2003-01-24,0,86,5.521,496,tt0282209
468,8696,10000000,12.363,2003-09-02,96542059,108,6.632,333,tt0337909
469,9358,26000000,60.491,2003-01-31,90941129,90,6.204,3485,tt0309593
470,10923,28000000,17.777,2003-03-14,58795814,102,5.445,969,tt0313911
471,508,40000000,26.527,2003-09-07,244931766,135,7.103,5867,tt0314331
472,4970,40000000,27.262,2003-11-21,141591324,98,6.074,1991,tt0348836
473,13411,15000000,12.55,2003-04-10,34000000,86,5.14,218,tt0328099
474,11351,17000000,60.565,2003-08-08,63102666,104,6.108,1376,tt0301470
475,13920,35000000,13.649,2003-10-24,53293628,109,7.155,594,tt0316465
476,14926,20000000,34.954,2003-08-15,44617342,92,6.594,690,tt0263757
477,2289,79000000,22.105,2003-12-24,173013509,154,6.9,1535,tt0159365
478,10028,18000000,25.107,2003-11-24,62646763,94,6.287,1058,tt0322589
479,13156,0,14.282,2003-09-19,0,111,7.2,670,tt0327137
480,10735,20000000,24.489,2003-03-27,50732139,105,6.225,1454,tt0286788
481,6038,50000000,23.215,2003-02-06,88323487,115,6.13,1987,tt0300471
482,10623,25000000,17.629,2003-02-28,56489558,101,6.067,782,tt0306685
483,8961,130000000,47.916,2003-07-18,273339556,147,6.59,4754,tt0172156
484,10152,19000000,19.816,2003-04-14,39267515,85,4.198,708,tt0329028
485,10628,0,34.213,2003-01-17,0,89,5.166,785,tt0257568
486,1647,46000000,16.069,2003-01-31,101191884,115,6.334,1504,tt0292506
487,13778,0,12.662,2003-09-04,0,98,5.1,163,tt0325258
488,2662,7000000,24.597,2003-04-11,17949758,89,6.19,1373,tt0251736
489,2056,500000,10.223,2003-01-26,8679814,88,7.411,557,tt0340377
490,10744,32000000,8.816,2003-11-26,0,101,6.7,292,tt0318374
491,9776,35200000,12.106,2003-03-28,37788228,95,5.518,244,tt0325537
492,630586,0,78.786,2021-01-26,3777969,110,5.998,882,tt9110170
493,11023,2000000,34.114,2003-08-20,0,100,6.575,1384,tt0328538
494,1550,300000,12.797,2003-10-17,0,81,6.484,190,tt0311648
495,2830,14000000,13.062,2003-08-21,0,83,4.979,610,tt0270980
496,10105,780000,12.748,2003-09-11,1310470,90,6.4,229,tt0373283
497,15708,850000,14.379,2004-01-30,819939,108,6.8,209,tt0345551
498,3635,0,21.959,2003-12-12,31466789,101,6.612,1214,tt0335119
499,20210,6000000,10.259,2003-08-15,5141166,105,6.2,114,tt0338077
500,11820,65000000,22.88,2003-12-19,0,117,6.9,1491,tt0304415
501,1807,3000000,29.549,2003-09-20,10012022,81,7.097,1627,tt0363589
502,11059,12000000,10.404,2003-04-11,13818181,90,3.18,322,tt0317676
503,12253,24000000,16.703,2003-01-31,23510601,110,6.173,304,tt0326769
504,13132,2500000,8.967,2003-08-01,548712,108,6.0,79,tt0299458
505,10743,15000000,12.548,2003-04-25,23014206,97,6.2,375,tt0310910
506,587,70000000,26.724,2003-12-25,123218424,125,7.765,6502,tt0319061
507,22958,0,9.847,2003-01-18,735992,96,6.1,107,tt0308878
508,11093,16500000,11.807,2003-12-19,16942795,126,7.2,632,tt0315983
509,470,20000000,21.597,2003-09-06,60427839,124,7.346,2743,tt0315733
510,13537,6000000,15.676,2003-11-14,2944752,94,6.964,362,tt0323944
511,4997,5000000,12.176,2003-10-23,2466444,104,6.1,217,tt0335563
512,1415,5000000,16.646,2003-09-05,742898,98,5.9,152,tt0320244
513,9582,20000000,14.574,2003-01-17,17432163,101,5.934,287,tt0295289
514,1927,137000000,44.145,2003-06-19,245360480,138,5.523,5170,tt0286716
515,17473,6000000,13.183,2003-06-27,1752988,99,4.029,1216,tt0368226
516,9620,60000000,20.295,2003-12-25,95427515,119,6.18,1570,tt0338337
517,31246,12000000,10.752,2003-06-20,4922166,90,3.598,82,tt0339034
518,10944,12000000,13.933,2003-10-22,23726793,119,5.15,353,tt0199626
519,10588,109000000,47.752,2003-11-21,133800000,81,5.341,1432,tt0312528
520,2116,50000000,17.125,2003-10-03,55495563,105,6.289,976,tt0313443
521,8409,36000000,22.652,2003-04-04,44350926,109,6.088,764,tt0266465
522,12703,10000000,14.218,2004-04-07,365734,93,5.4,182,tt0330099
523,14576,6800000,11.565,2003-05-18,0,101,6.164,186,tt0323939
524,11329,60000000,15.282,2003-01-16,80154140,127,6.915,1065,tt0313542
525,605,150000000,47.1,2003-11-05,424988211,129,6.702,8722,tt0242653
526,8698,78000000,39.65,2003-07-11,179265204,110,5.955,3585,tt0311429
527,9486,40000000,21.166,2003-03-14,160583018,88,6.25,3011,tt0274166
528,1278,15000000,30.984,2003-09-01,15121165,112,7.229,2530,tt0309987
529,42532,0,10.484,1971-07-30,0,95,6.132,91,tt0067991
530,10756,90000000,26.91,2003-11-25,182290266,88,5.622,1752,tt0338094
531,11523,30000000,16.614,2003-03-21,19526014,87,5.547,494,tt0264150
532,10720,35000000,17.441,2003-05-08,20298207,101,6.093,622,tt0309530
533,10739,0,10.315,2003-08-27,0,108,6.19,526,tt0313792
534,10629,17000000,14.159,2003-07-11,9439660,98,6.684,250,tt0312549
535,64526,3500000,4.114,2000-07-21,4775,111,2.346,78,tt0172109
536,11615,50000000,22.029,2003-02-21,38955598,130,7.423,1769,tt0289992
537,10610,41000000,25.953,2003-08-15,0,88,5.57,938,tt0288045
538,9471,120000000,36.734,2003-06-27,259175788,106,5.452,2719,tt0305357
539,19827,9000000,12.541,1979-06-15,38200000,103,6.672,87,tt0079336
540,10632,55000000,17.316,2003-03-11,34234008,94,6.177,652,tt0269347
541,1792,55000000,13.382,2003-12-10,65784503,119,5.31,580,tt0338466
542,10782,50000000,18.428,2003-04-18,42792561,98,6.518,890,tt0264395
543,5653,30000000,32.26,2003-10-29,29413900,123,6.407,270,tt0309820
544,10922,30000000,16.861,2003-10-29,24900000,106,6.0,385,tt0308383
545,11775,60000000,17.439,2003-09-02,119940815,100,5.922,1296,tt0138524
546,7270,62000000,16.043,2003-09-12,65565672,116,7.0,1477,tt0325805
547,11817,52000000,22.362,2003-03-28,37713879,104,5.47,789,tt0245803
548,9341,60000000,47.175,2003-03-28,74208267,136,5.739,1568,tt0298814
549,616,140000000,42.088,2003-12-05,456758981,154,7.6,6030,tt0325710
550,1996,95000000,25.543,2003-07-21,160099222,117,5.745,3838,tt0325703
551,7288,40000000,13.65,2003-09-26,19322135,89,6.1,1505,tt0266489
552,9616,35000000,20.512,2003-09-05,11560806,102,5.719,306,tt0304711
553,9839,35000000,18.053,2003-10-23,0,127,6.484,349,tt0294357
554,9567,75000000,53.519,2003-03-07,86468162,121,6.808,1937,tt0314353
555,12146,60000000,21.455,2003-11-26,38364277,135,6.301,526,tt0338188
556,14411,60000000,37.856,2003-07-02,80767884,90,6.915,1770,tt0165982
557,6171,68000000,27.687,2003-03-21,75700000,136,5.558,1544,tt0285531
558,10159,85000000,26.392,2003-09-26,80916492,104,6.446,1734,tt0327850
559,10009,128000000,89.549,2003-10-23,250397798,85,7.253,4811,tt0328880
560,16072,56000000,10.585,2003-02-21,12923936,219,6.252,149,tt0279111
561,11375,75000000,15.31,2003-06-09,51142659,116,5.262,541,tt0329717
562,8046,54000000,13.948,2003-08-01,7266209,122,4.1,398,tt0299930
563,296,200000000,44.237,2003-07-02,435000000,109,6.13,5812,tt0181852
564,10601,100000000,32.807,2003-12-18,121975011,113,7.174,2359,tt0316396
565,8619,150000000,25.952,2003-11-14,212011111,138,7.104,2683,tt0311113
566,10715,80000000,32.815,2003-11-14,68514844,93,6.387,1328,tt0318155
567,9562,80000000,18.581,2003-11-26,43935763,116,5.738,925,tt0300556
568,809,150000000,180.053,2004-05-19,928760770,93,7.2,10829,tt0298148
569,693,80000000,28.712,2004-12-22,516642939,115,6.225,4276,tt0290002
570,102382,200000000,106.738,2014-04-16,708962323,141,6.489,11837,tt1872181
571,9806,92000000,86.306,2004-10-27,631442092,115,7.701,16065,tt0317705
572,673,130000000,193.462,2004-05-31,789804554,141,8.021,19261,tt0304141
573,2502,75000000,32.14,2004-07-23,288500217,108,7.306,6693,tt0372183
574,465086,10000000,33.582,2019-12-31,42800000,93,5.516,1038,tt3612126
575,9472,20000000,28.898,2004-06-18,167722310,92,6.336,3052,tt0364725
576,10555,75000000,50.405,2004-09-20,367275019,90,6.027,5723,tt0307453
577,2059,100000000,38.429,2004-11-19,347512318,131,6.597,5620,tt0368891
578,70,30000000,33.456,2004-12-15,216763646,132,7.962,8528,tt0405159
579,10625,17000000,85.936,2004-04-30,130126277,97,7.177,7633,tt0377092
580,435,125000000,40.245,2004-05-26,552639571,124,6.496,7104,tt0319262
581,8699,26000000,18.982,2004-06-28,90574188,95,6.709,3654,tt0357413
582,9675,16000000,16.848,2004-10-22,109502303,127,7.073,1397,tt0375063
583,11836,30000000,70.234,2004-11-14,140161792,87,6.978,2490,tt0345950
584,11130,40000000,39.751,2004-08-06,134734481,113,6.674,2920,tt0368933
585,176,1200000,57.089,2004-10-01,103911669,103,7.396,7941,tt0387564
586,1067282,0,1008.213,2023-02-03,48712152,115,6.7,50,tt26537229
587,11036,29000000,66.42,2004-06-25,115603229,123,7.878,10207,tt0332280
588,1640,6500000,19.168,2005-05-06,98410061,112,7.235,3060,tt0375679
589,5966,42000000,19.294,2004-01-16,178311729,90,5.986,2549,tt0343135
590,1824,75000000,39.065,2004-02-13,196482882,99,6.828,6440,tt0343660
591,1954,13000000,38.917,2004-01-17,96060858,113,7.55,6588,tt0289879
592,8193,400000,13.026,2004-06-11,46118097,95,6.796,1576,tt0374900
593,10762,19000000,14.02,2004-08-20,69631118,95,5.557,565,tt0364751
594,14292,28000000,15.617,2004-02-06,64445708,135,7.063,511,tt0349825
595,393,30000000,36.744,2004-04-16,152159461,136,7.878,12453,tt0378194
596,1538,65000000,41.273,2004-08-04,217764291,120,7.203,4826,tt0369339
597,1677,40000000,20.299,2004-10-29,124731534,152,7.45,1680,tt0350258
598,21301,18000000,20.549,2004-01-20,65070412,106,5.825,217,tt0337579
599,12153,37000000,75.365,2004-06-23,113086475,109,6.913,3272,tt0381707
600,924,26000000,48.289,2004-03-19,102278712,101,7.035,3416,tt0363547
601,11247,19000000,31.392,2004-07-10,70067909,95,6.523,2900,tt0356470
602,14114,0,18.594,2004-01-30,0,95,6.39,369,tt0365957
603,13416,30000000,15.245,2004-10-08,61255921,118,6.935,454,tt0390022
604,9384,60000000,22.324,2004-03-05,170268750,101,5.8,2008,tt0335438
605,866,25000000,19.162,2004-10-17,116766556,106,7.319,3269,tt0308644
606,8920,50000000,60.532,2004-06-10,200804534,80,5.655,3432,tt0356634
607,10145,42000000,19.355,2004-09-24,117592831,91,5.933,988,tt0356618
608,2048,120000000,46.148,2004-07-15,347234916,115,6.932,10560,tt0343818
609,401,2500000,17.518,2004-07-28,26781723,102,7.094,1596,tt0333766
610,5255,165000000,46.007,2004-11-10,310634054,100,6.709,5477,tt0338348
611,15045,26000000,16.257,2004-12-25,48563556,93,5.131,221,tt0396592
612,395,70000000,34.072,2004-08-12,177427090,101,5.887,3810,tt0370263
613,10096,37000000,33.218,2004-04-13,96455697,98,6.719,4538,tt0337563
614,1901,0,12.433,2004-12-29,0,109,6.0,543,tt0385267
615,11128,60000000,17.365,2004-10-01,74541707,115,6.396,676,tt0349710
616,594,60000000,58.175,2004-06-17,219417255,128,7.328,6925,tt0362227
617,163,110000000,29.974,2004-12-09,362744280,125,6.558,6446,tt0349903
618,38,20000000,63.936,2004-03-19,72258126,108,8.099,13195,tt0338013
619,11132,15000000,20.213,2004-02-17,29331068,89,5.6,792,tt0361467
620,13673,60000000,22.576,2004-11-24,0,99,6.159,955,tt0388419
621,11237,0,39.481,2004-08-26,0,96,5.418,813,tt0366174
622,11045,25000000,35.556,2004-10-06,71255003,97,5.561,888,tt0316732
623,285205,0,1.586,2014-10-31,298244,87,5.85,20,tt3334972
624,1586,40000000,26.639,2004-03-12,92913171,96,6.575,3215,tt0363988
625,9509,70000000,47.859,2004-04-23,130293714,146,7.4,4458,tt0328107
626,4380,50000000,20.33,2004-10-15,170128460,107,6.398,1069,tt0358135
627,9759,25000000,19.963,2004-09-06,57678321,94,6.376,1663,tt0337921
628,2288,27000000,25.949,2004-12-03,115505027,104,6.836,2934,tt0376541
629,1577,45000000,28.263,2004-09-10,129394835,94,6.339,3781,tt0318627
630,767,250000000,198.455,2009-07-07,933959197,153,7.699,17443,tt0417741
631,11249,12000000,44.369,2004-11-12,24829644,87,5.432,1342,tt0387575
632,5516,35000000,13.585,2004-03-25,76700000,104,6.128,1396,tt0335245
633,11024,80000000,34.752,2004-03-24,181466833,93,6.032,2390,tt0331632
634,13193,5000000,13.442,2004-01-21,10100000,92,6.422,398,tt0332375
635,80,2700000,19.334,2004-02-10,15992615,80,7.819,2892,tt0381681
636,7220,33000000,37.801,2004-04-15,54700105,124,6.302,2422,tt0330793
637,3989,32000000,15.789,2004-10-10,50907422,98,6.694,1599,tt0372588
638,11358,56000000,22.633,2004-04-02,57223890,86,6.3,1309,tt0351977
639,14337,7000,33.998,2004-10-08,545436,77,6.8,1853,tt0390384
640,9801,40000000,23.599,2004-11-10,262500000,108,6.254,2479,tt0317198
641,12281,500000,10.047,2004-01-15,603943,90,6.855,310,tt0377091
642,3933,40000000,93.087,2005-09-12,118133252,77,7.512,7865,tt0121164
643,9893,10000000,15.741,2004-07-09,10143022,89,6.023,422,tt0368975
644,11184,11000000,13.135,2004-09-04,17050017,118,6.7,386,tt0362269
645,15237,20000000,11.716,2004-07-02,0,125,6.307,109,tt0352277
646,12657,16000000,27.819,2004-05-28,14822346,86,5.346,358,tt0367085
647,17047,26000000,18.351,2004-03-12,28818995,100,5.509,557,tt0358349
648,540,3500000,19.646,2004-01-21,0,91,6.357,466,tt0367631
649,11217,8500000,16.614,2004-02-27,5001655,104,5.175,308,tt0331953
650,1944,7500000,11.674,2004-07-18,6715067,111,6.1,174,tt0348593
651,4553,5000000,19.14,2004-02-09,8203235,101,7.524,4828,tt0361862
652,15644,20000000,10.574,2004-09-03,16605763,84,5.4,160,tt0338325
653,14024,15000000,13.045,2004-08-10,14867514,103,6.53,759,tt0361696
654,13476,17000000,12.819,2004-01-23,16980098,95,5.717,441,tt0335559
655,18923,6500000,8.173,2004-07-23,1548955,96,6.559,135,tt0359423
656,456740,50000000,63.257,2019-04-10,55065289,121,5.54,2982,tt2274648
657,11632,23000000,12.294,2004-09-01,16123851,141,5.795,302,tt0241025
658,1599,22000000,15.004,2004-09-10,0,106,6.271,543,tt0356721
659,9352,25000000,29.039,2004-02-20,20796847,93,6.548,2170,tt0356150
660,2567,110000000,23.534,2004-12-17,213700000,170,7.224,4701,tt0338751
661,14442,31000000,39.539,2004-04-09,27388767,96,6.427,1636,tt0327679
662,16232,30000000,12.106,2004-06-15,21800302,104,5.303,145,tt0339412
663,9541,35000000,15.527,2004-03-25,35492921,102,6.108,893,tt0300051
664,18701,18000000,10.996,2004-09-03,14339171,104,6.627,83,tt0340012
