original_title,year,genre 1 kaggle,genre 2 kaggle,genre 3 kaggle,duration,country,language_1,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,Budget - Inflation Adjusted, USA Gross Income - Inflation Adjusted ,USA_Profit, WW Gross Income - Inflation Adjusted ,WorldWide_Profit
Mandela: Long Walk to Freedom,2013,Biography, Drama, History,141,"UK, South Africa, France",English,Justin Chadwick,"William Nicholson, Nelson Mandela","Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Zolani Mkiva, Simo Mogwaza, Fana Mokoena, Thapelo Mokoena, Jamie Bartlett, Deon Lotz, Terry Pheto, Zikhona Sodlaka, S'Thandiwe Kgoroge, Tshallo Sputla Chokwe, Sello Maake Ka-Ncube",Idris Elba,"Idris Elba, Naomie Harris",A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,A chronicle of Nelson Mandela's,7.1,"$38,884,364.93 ","$9,246,796.41 ","($25,753,203.59)","$31,091,702.67 ","($7,792,662.26)"
For Your Consideration,2006,Comedy,,,86,USA,English,Christopher Guest,"Christopher Guest, Eugene Levy","Catherine O'Hara, Stephen Rannazzisi, Ed Begley Jr., Eugene Levy, Harry Shearer, Christopher Moynihan, Christopher Guest, John Michael Higgins, Carrie Aizley, Stephanie Courtney, Suzy Nakamura, Jim Piddock, Jane Morris, Jennifer Coolidge, Jordan Black",Catherine O'Hara,"Catherine O'Hara, Stephen Rannazzisi","Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.",Three actors learn that their,6.3,"$15,405,416.67 ","$7,124,906.36 ","($4,875,093.64)","$7,607,242.25 ","($7,798,174.42)"
Attack the Block,2011,Action, Adventure, Comedy,88,UK,English,Joe Cornish,Joe Cornish,"Jodie Whittaker, John Boyega, Alex Esmail, Leeon Jones, Franz Drameh, Simon Howard, Maggie McCarthy, Danielle Vitalis, Paige Meade, Gina Antwi, Natasha Jonas, Sammy Williams, Michael Ajao, Luke Treadaway, Flaminia Cinque",Jodie Whittaker,"Jodie Whittaker, John Boyega",A teen gang in South London defend their block from an alien invasion.,A teen gang in South London defend,6.6,"$14,957,579.61 ","$1,178,398.39 ","($11,821,601.61)","$7,140,543.70 ","($7,817,035.91)"
How I Live Now,2013,Romance, Sci-Fi, Thriller,101,"UK, Canada",English,Kevin Macdonald,"Meg Rosoff, Jeremy Brock","Saoirse Ronan, Tom Holland, George MacKay, Harley Bird, Danny McEvoy, Anna Chancellor, Jonathan Rugman, Corey Johnson, Darren Morfitt, Stella Gonet, Des McAleer, Sophie Stanton, Natasha Jonas, Nav Sidhu, Amy Dawson",Saoirse Ronan,"Saoirse Ronan, Tom Holland","An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.","An American girl, sent to the",6.5,"$8,887,854.84 ","$66,895.55 ","($7,933,104.45)","$1,028,504.78 ","($7,859,350.06)"
Brideshead Revisited,2008,Drama, Romance,,134,"UK, Italy, Morocco, USA",English,Julian Jarrold,"Andrew Davies, Jeremy Brock","Matthew Goode, Thomas Morrison, David Barrass, Anna Madeley, Sarah Crowden, Stephen Carlile, Peter Barnes, Hayley Atwell, Patrick Malahide, Richard Teverson, Joseph Beattie, Ben Whishaw, Roger Walker, Mark Field, Mark Edel-Hunt",Matthew Goode,"Matthew Goode, Thomas Morrison",A poignant story of forbidden love and the loss of innocence set in England prior to World War II.,A poignant story of forbidden,6.7,"$24,041,560.03 ","$7,732,073.44 ","($12,267,926.56)","$16,169,374.79 ","($7,872,185.24)"
Mr. Church,2016,Comedy, Drama,,104,USA,English,Bruce Beresford,Susan McMartin,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, Christian Madsen, Mckenna Grace, Natalie Coughlin, Madison Wolfe, Lincoln Melcher, Kathleen McMartin, Sara Shearer, Kelly Lester, Aileen Burdock, Michael Leone",Eddie Murphy,"Eddie Murphy, Britt Robertson","""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.","""Mr. Church"" tells the story of",7.6,"$8,626,781.72 ","$739,509.30 ","($7,260,490.70)","$739,509.30 ","($7,887,272.42)"
Novocaine,2001,Comedy, Crime, Drama,95,USA,English,David Atkins,"Paul Felopulos, David Atkins","Chelcie Ross, Steve Martin, Laura Dern, Lynne Thigpen, Polly Noonan, Helena Bonham Carter, JoBe Cerny, Elias Koteas, Yasen Peyankov, Scott Caan, Teri Cotruzzola, Lucina Paquet, Preston Maybank, Sally Kao, Quincy Wong",Chelcie Ross,"Chelcie Ross, Steve Martin",A dentist finds himself a murder suspect after a sexy patient seduces him & steals all of the drugs from his practice.,A dentist finds himself a murder,5.8,"$11,691,067.19 ","$2,976,373.26 ","($5,023,626.74)","$3,703,689.17 ","($7,987,378.02)"
Mindhunters,2004,Crime, Horror, Mystery,106,"Netherlands, UK, Finland, USA",English,Renny Harlin,"Wayne Kramer, Wayne Kramer","Eion Bailey, Clifton Collins Jr., Will Kemp, Val Kilmer, Jonny Lee Miller, Kathryn Morris, Christian Slater, LL Cool J, Patricia Velasquez, Cassandra Bell, Daniël Boissevain, Antonie Kamerling, Jasmine Sendar, Trevor White",Eion Bailey,"Eion Bailey, Clifton Collins Jr.",Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,Trainees in the FBI's psychological,6.4,"$36,992,572.79 ","$6,139,046.24 ","($20,860,953.76)","$28,975,910.97 ","($8,016,661.82)"
Mr. Right,2015,Action, Comedy, Romance,95,USA,English,Paco Cabezas,Max Landis,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra, Jaiden Kaine, Douglas M. Griffin, Luis Da Silva Jr., Elena Sanchez, Garrett Kruithof, Christopher Matthew Cook, Ross Gallo",Sam Rockwell,"Sam Rockwell, Anna Kendrick","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.","A girl falls for the ""perfect""",6.3,"$8,735,609.68 ","$37,884.16 ","($7,962,115.84)","$663,464.10 ","($8,072,145.58)"
The Girl in the Spider's Web,2018,Action, Crime, Drama,115,"Germany, Sweden, USA",English,Fede Alvarez,"David Lagercrantz, Stieg Larsson","Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield, Sylvia Hoeks, Carlotta von Falkenhayn, Stephen Merchant, Christopher Convery, Claes Bang, Synnøve Macody Lund, Cameron Britton, Vicky Krieps, Andreja Pejic, Mikael Persbrandt, Thomas Wingrich",Claire Foy,"Claire Foy, Beau Gadsdon","Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",Young computer hacker Lisbeth,6.1,"$44,319,246.38 ","$15,296,672.45 ","($27,703,327.55)","$36,243,784.96 ","($8,075,461.42)"
Hummingbird,2013,Action, Drama,,100,"UK, USA",English,Steven Knight,Steven Knight,"Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong, Ger Ryan, Youssef Kerkour, Anthony Morris, Victoria Bewick, Christian Brassington, Danny Webb, Sang Lui, Bruce Wang, David Bradley, Siobhan Hewlett, Steven Beard",Jason Statham,"Jason Statham, Agata Buzek",A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.,A damaged ex-special forces soldier,6.2,"$22,219,637.10 ","$40,989.68 ","($19,959,010.32)","$14,077,372.18 ","($8,142,264.92)"
The Pledge,2001,Crime, Drama, Mystery,124,USA,English,Sean Penn,"Friedrich Dürrenmatt, Jerzy Kromolowski","Patricia Clarkson, Beau Daniels, Benicio Del Toro, Dale Dickey, Wendy Donaldson, Adrien Dorval, Aaron Eckhart, Shawn Henter, Kathy Jensen, Taryn Knowles, Nels Lennarson, Costas Mandylor, J.J. McColl, Gordon May, Gardiner Millar",Patricia Clarkson,"Patricia Clarkson, Beau Daniels",A retiring police detective pledges to catch the killer of a young child.,A retiring police detective pledges,6.8,"$51,148,418.97 ","$28,837,608.68 ","($6,162,391.32)","$42,992,863.48 ","($8,155,555.49)"
The Company Men,2010,Drama,,,104,USA,English,John Wells,John Wells,"Ben Affleck, Tommy Lee Jones, Chris Cooper, Suzanne Rico, Kent Shocknek, Adrianne Krstansky, Lewis D. Wheeler, Celeste Oliva, Tom Kemp, Nancy Villone, Chris Everett, Maria Bello, Lance Greene, Kathy Harum, Allyn Burrows",Ben Affleck,"Ben Affleck, Tommy Lee Jones","The story centers on a year in the life of three men trying to survive a round of corporate downsizing at a major company - and how that affects them, their families, and their communities.",The story centers on a year in,6.7,"$17,803,522.95 ","$5,271,352.53 ","($9,728,647.47)","$9,598,472.67 ","($8,205,050.28)"
Deception,2008,Crime, Drama, Mystery,107,USA,English,Marcel Langenegger,Mark Bomback,"Ewan McGregor, Hugh Jackman, Michelle Williams, Bruce Altman, Andrew Ginsburg, Stephanie Roth Haberle, Christine Kan, Dante Spinotti, Karolina Muller, Agnete Oernsholt, Melissa Rae Mahon, Rachel Montez Minor, Holly Cruikshank, Deborah Yates, Bill Camp",Ewan McGregor,"Ewan McGregor, Hugh Jackman","An accountant is introduced to a mysterious sex club known as The List by his lawyer friend. But in this new world, he soon becomes the prime suspect in a woman's disappearance and a multi-million dollar heist.",An accountant is introduced to,6.1,"$30,051,950.04 ","$5,527,762.90 ","($19,472,237.10)","$21,666,909.04 ","($8,385,041.00)"
Under the Skin,2013,Drama, Horror, Sci-Fi,108,"UK, USA, Switzerland",English,Jonathan Glazer,"Walter Campbell, Jonathan Glazer","Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, D. Meade, Andrew Gorman, Joe Szula, Krystof Hádek, Roy Armstrong, Alison Chand, Ben Mills, Oscar Mills, Lee Fanning, Paul Brannigan",Scarlett Johansson,"Scarlett Johansson, Jeremy McWilliams","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",A mysterious young woman seduces,6.3,"$14,776,058.67 ","$2,904,385.43 ","($10,395,614.57)","$6,372,550.81 ","($8,403,507.86)"
Nurse Betty,2000,Comedy, Crime, Drama,110,"Germany, USA",English,Neil LaBute,"John C. Richards, John C. Richards","Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear, Aaron Eckhart, Tia Texada, Crispin Glover, Pruitt Taylor Vince, Allison Janney, Kathleen Wilhoite, Elizabeth Mitchell, Susan Barnes, Harriet Sansom Harris, Sung Hi Lee, Laird Macintosh",Morgan Freeman,"Morgan Freeman, Renée Zellweger",Comedy about a widow's post-traumatic obsession with a soap star.,Comedy about a widow's post-traumatic,6.1,"$52,603,861.79 ","$37,829,772.62 ","$2,829,772.62 ","$44,134,623.51 ","($8,469,238.28)"
The Chumscrubber,2005,Comedy, Drama,,108,"USA, Germany",English,Arie Posin,"Arie Posin, Zac Stanford","Jamie Bell, Camilla Belle, Justin Chatwin, Glenn Close, Kathi Copeland, Rory Culkin, Thomas Curtis, Tim DeKay, David Ellison, William Fichtner, Ralph Fiennes, Richard Gleason, Caroline Goodall, John Heard, Susan Hegarty",Jamie Bell,"Jamie Bell, Camilla Belle",A darkly satiric story about life crumbling in the midst of a seemingly idyllic suburbia.,A darkly satiric story about life,6.9,"$9,011,340.50 ","$69,701.39 ","($6,730,298.61)","$465,675.60 ","($8,545,664.90)"
Hunter Killer,2018,Action, Thriller,,121,"UK, China, France, USA",English,Donovan Marsh,"Arne Schmidt, Jamie Moss","Ethan Baird, Jacob Scipio, Dempsey Bovell, Corey Johnson, Adam James, Common, Henry Goodman, Colin Stinton, Gary Oldman, Gerard Butler, Carter MacIntyre, Shane Taylor, Kola Bokinni, Mikey Collins, Will Attenborough",Ethan Baird,"Ethan Baird, Jacob Scipio","An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",An untested American submarine,6.6,"$41,227,205.93 ","$16,251,208.01 ","($23,748,791.99)","$32,644,400.46 ","($8,582,805.47)"
Bucky Larson: Born to Be a Star,2011,Comedy,,,97,USA,English,Tom Brady,"Adam Sandler, Allen Covert","Nick Swardson, Christina Ricci, Don Johnson, Stephen Dorff, Ido Mosseri, Kevin Nealon, Edward Herrmann, Miriam Flynn, Mario Joyner, Tyler Spindel, Meredith Giangrande, Nicholas Turturro, Mary Pat Gleason, Jackie Sandler, Dana Goodman",Nick Swardson,"Nick Swardson, Christina Ricci","A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps, and become a porn star.",A kid from the Midwest moves out,3.2,"$11,505,830.47 ","$2,910,279.01 ","($7,089,720.99)","$2,911,428.44 ","($8,594,402.03)"
Red Tails,2012,Action, Drama, History,125,USA,English,Anthony Hemingway,"John Ridley, John Ridley","Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo, Tristan Mack Wilds, Ne-Yo, Elijah Kelley, Marcus T. Paulk, Leslie Odom Jr., Michael B. Jordan, Kevin Phillips, Andre Royo, Method Man, Bryan Cranston, Lee Tergesen",Terrence Howard,"Terrence Howard, Cuba Gooding Jr.","A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",A crew of African American pilots,5.9,"$65,380,793.92 ","$56,223,398.73 ","($1,776,601.27)","$56,774,762.85 ","($8,606,031.07)"
Beautiful Boy,2018,Biography, Drama,,120,USA,English,Felix van Groeningen,"Luke Davies, Felix van Groeningen","Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull, Christian Convery, Timothée Chalamet, Amy Aquino, Carlton Wilborn, Stefanie Scott, Marypat Farrell, Timothy Hutton, Amy Forsyth, Kue Lawrence, Brandon James Cienfuegos, Cheska Corona",Steve Carell,"Steve Carell, Maura Tierney","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",Based on the best-selling pair,7.3,"$25,767,003.71 ","$7,884,675.31 ","($17,115,324.69)","$17,147,017.48 ","($8,619,986.23)"
A Most Violent Year,2014,Action, Crime, Drama,125,"USA, United Arab Emirates",English,J.C. Chandor,J.C. Chandor,"Oscar Isaac, Elyes Gabel, Jessica Chastain, Lorna Pruce, Christopher Abbott, Matthew Maher, Albert Brooks, Jerry Adler, Quinn Meyers, Chester Jones III, David Oyelowo, Ashley Williams, Glenn Fleshler, Jimmy Palumbo, Daisy Tahan",Oscar Isaac,"Oscar Isaac, Elyes Gabel","In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.","In New York City 1981, an ambitious",7,"$21,864,946.61 ","$6,285,225.40 ","($13,714,774.60)","$13,126,697.22 ","($8,738,249.39)"
The World's Fastest Indian,2005,Biography, Drama, Sport,127,"New Zealand, Japan, USA",English,Roger Donaldson,Roger Donaldson,"Anthony Hopkins, Iain Rea, Tessa Mitchell, Aaron Murphy, Tim Shadbolt, Annie Whittle, Greg Johnson, Antony Starr, Kate Sullivan, Craig Hall, Jim Bowman, Alison Bruce, Phoebe Falconer, Charles Pierard, Barry Ryan",Anthony Hopkins,"Anthony Hopkins, Iain Rea","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",The story of New Zealander Burt,7.8,"$33,129,928.32 ","$6,795,775.22 ","($18,204,224.78)","$24,248,046.32 ","($8,881,882.00)"
Doomsday,2008,Action, Sci-Fi, Thriller,113,"UK, USA, South Africa, Germany",English,Neil Marshall,Neil Marshall,"Caryn Peterson, Adeola Ariyo, Emma Cleasby, Christine Tomlinson, Vernon Willemse, Paul Hyett, Daniel Read, Karl Thaning, Stephen Hughes, Jason Cope, Ryan Kruger, Nathan Wheatley, Cecil Carter, Jeremy Crutchley, Rhona Mitra",Caryn Peterson,"Caryn Peterson, Adeola Ariyo",A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,A futuristic action thriller where,6,"$36,062,340.05 ","$13,233,400.24 ","($16,766,599.76)","$27,013,855.37 ","($9,048,484.68)"
The Promotion,2008,Comedy,,,86,USA,English,Steve Conrad,Steve Conrad,"Seann William Scott, Chris Conrad, Rick Gonzalez, Adrian Martinez, Maestro Harrell, Kris D. Lofton, Jarreau Brown, Edwin Walker, Jamaal C. Adams, Mario Larraza, Geremy Webster, Tory O. Davis, Fred Armisen, Bobby Cannavale, Jenna Fischer",Seann William Scott,Seann William Scott,Two assistant managers of a corporate grocery store vie for a coveted promotion.,Two assistant managers of a corporate,5.6,"$9,616,624.01 ","$491,300.10 ","($7,508,699.90)","$550,179.08 ","($9,066,444.93)"
Nicholas Nickleby,2002,Adventure, Drama, Romance,132,"UK, USA",English,Douglas McGrath,"Charles Dickens, Douglas McGrath","Stella Gonet, Andrew Havill, Henry McGrath, Hugh Mitchell, Poppy Rogers, Jessie Lou Roberts, Charlie Hunnam, Romola Garai, Tom Courtenay, Christopher Plummer, Anne Hathaway, Jim Broadbent, Angela Curran, Jamie Bell, Juliet Stevenson",Stella Gonet,"Stella Gonet, Andrew Havill","A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.","A young, compassionate man struggles",7.1,"$14,386,381.32 ","$2,283,367.60 ","($7,716,632.40)","$5,253,132.47 ","($9,133,248.85)"
The Producers,2005,Comedy, Crime, Musical,134,USA,English,Susan Stroman,"Mel Brooks, Thomas Meehan","Nathan Lane, Matthew Broderick, Uma Thurman, Will Ferrell, Gary Beach, Roger Bart, Eileen Essell, Michael McKean, David Huddleston, Debra Monk, Andrea Martin, Jon Lovitz, Bryn Dowling, Meg Gillentine, Kevin Ligon",Nathan Lane,"Nathan Lane, Matthew Broderick","After putting together another Broadway flop, down-on-his-luck Producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.",After putting together another,6.3,"$59,633,870.97 ","$25,706,878.98 ","($19,293,121.02)","$50,457,302.24 ","($9,176,568.73)"
"Where'd You Go, Bernadette",2019,Comedy, Drama,,109,USA,English,Richard Linklater,"Richard Linklater, Holly Gent","Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig, Patrick Sebes, Zoe Chao, Lee Harrington, David Paymer, Megan Mullally, Laurence Fishburne, Steve Zahn, Patrick Jordan, Shaun Cameron Hall, Kathryn Feeney, Richard Robichaux",Cate Blanchett,"Cate Blanchett, Billy Crudup",A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.,A loving mom becomes compelled,6.5,"$20,246,736.84 ","$9,311,834.66 ","($10,688,165.34)","$10,954,955.56 ","($9,291,781.28)"
Code 46,2003,Drama, Romance, Sci-Fi,93,UK,English,Michael Winterbottom,Frank Cottrell Boyce,"Tim Robbins, Togo Igawa, Nabil Elouahabi, Samantha Morton, Sarah Backhouse, Jonathan Ibbotson, Natalie Mendoza, Om Puri, Emil Marwa, Nina Fog, Bruno Lastra, Christopher Simpson, Lien Nguyin, David Fahm, Jeanne Balibar",Tim Robbins,"Tim Robbins, Togo Igawa","A futuristic Brief Encounter (1945), this is a love story in which the romance is doomed by genetic incompatibility","A futuristic Brief Encounter (1945),",6.2,"$10,549,361.41 ","$401,698.58 ","($7,098,301.42)","$1,246,256.55 ","($9,303,104.86)"
The Glass House,2001,Crime, Drama, Mystery,106,USA,English,Daniel Sackheim,Wesley Strick,"Leelee Sobieski, Diane Lane, Stellan Skarsgård, Bruce Dern, Kathy Baker, Trevor Morgan, Chris Noth, Michael O'Keefe, Vyto Ruginis, Gavin O'Connor, Carly Pope, China Shavers, Agnes Bruckner, Michael Paul Chan, Rachel Wilson",Leelee Sobieski,"Leelee Sobieski, Diane Lane",An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.,An orphaned teenager is taken,5.8,"$43,841,501.98 ","$26,524,487.19 ","($3,475,512.81)","$34,517,304.49 ","($9,324,197.49)"
The Grand Seduction,2013,Comedy,,,113,Canada,English,Don McKellar,"Ken Scott, Michael Dowse","Percy Hynes White, Sean Panting, Crystal Dawn Parsons, Brendan Gleeson, Cathy Jones, Liane Balaban, Mark Critch, Gordon Pinsent, Lawrence Barry, Megan Jones, Kelsi Prince, Taylor Kitsch, Janelle Hickey, Natalia Henelly, John Sheehan",Percy Hynes White,"Percy Hynes White, Sean Panting","To survive, a dying Newfoundland fishing village must convince a young doctor to take up residence by any means necessary.","To survive, a dying Newfoundland",7,"$14,109,469.56 ","$3,810,687.76 ","($8,889,312.24)","$4,768,908.50 ","($9,340,561.06)"
Lovelace,2013,Biography, Drama,,93,USA,English,"Rob Epstein, Jeffrey Friedman",Andy Bellin,"Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Robert Patrick, Juno Temple, Chris Noth, Bobby Cannavale, Hank Azaria, Adam Brody, Chloë Sevigny, James Franco, Debi Mazar, Wes Bentley, Eric Roberts, Ron Pritchard",Amanda Seyfried,"Amanda Seyfried, Peter Sarsgaard",Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of.,Alex Corvis returns to the world,6.2,"$11,109,818.55 ","$396,156.13 ","($9,603,843.87)","$1,761,553.94 ","($9,348,264.61)"
A Better Life,2011,Drama, Romance,,98,USA,English,Chris Weitz,"Eric Eason, Roger L. Simon","Demián Bichir, Eddie 'Piolin' Sotelo, Joaquín Cosio, José Julián, Nancy Lenehan, Gabriel Chavarria, Bobby Soto, Chelsea Rendon, Trampas Thompson, Tim Griffin, Valorie Hubbard, Dolores Heredia, Isabella Rae Thomas, Carlos Linares, Robert Peters",Demián Bichir,"Demián Bichir, Eddie 'Piolin' Sotelo",A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.,A gardener in East L.A. struggles,7.2,"$11,505,830.47 ","$2,024,165.53 ","($7,975,834.47)","$2,144,118.41 ","($9,361,712.06)"
Bandslam,2009,Comedy, Drama, Family,111,USA,English,Todd Graff,"Josh A. Cagan, Todd Graff","Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter, Ryan Donowho, Charlie Saxton, Lisa Kudrow, Tim Jo, Elvy, Lisa Chung, J.W. Wright, Blair Bomar, Casey Williams, Maggie Maye, Jennifer Blair",Aly Michalka,"Aly Michalka, Vanessa Hudgens","A new kid in town assembles a fledgling rock band -- together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands.",A new kid in town assembles a,6.3,"$24,127,399.94 ","$6,286,379.58 ","($13,713,620.42)","$14,747,900.96 ","($9,379,498.98)"
The Medallion,2003,Action, Comedy, Fantasy,88,"Hong Kong, USA",English,Gordon Chan,"Alfred Cheung, Bennett Davlin","Jackie Chan, Lee Evans, Claire Forlani, Julian Sands, John Rhys-Davies, Anthony Chau-Sang Wong, Christy Chung, Johann Myers, Alex Bao, Siu-Ming Lau, Diana C. Weng, Pok Fu Chow, Tat-Kwong Chan, Wai Cheung Mak, Anthony Carpio",Jackie Chan,"Jackie Chan, Lee Evans",A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,A Hong Kong detective suffers,5.3,"$57,669,842.39 ","$31,253,104.90 ","($9,746,895.10)","$48,201,721.60 ","($9,468,120.79)"
Down in the Valley,2005,Drama, Romance, Thriller,108,USA,English,David Jacobson,David Jacobson,"Edward Norton, Evan Rachel Wood, David Morse, Rory Culkin, Bruce Dern, John Diehl, Geoffrey Lewis, Elizabeth Peña, Kat Dennings, Hunter Parrish, Aviva Baumann, Aaron Fors, Heather Ashleigh, Jennifer Echols, Cesar Flores",Edward Norton,"Edward Norton, Evan Rachel Wood","Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",Set in the present-day San Fernando,6.4,"$10,601,577.06 ","$753,947.06 ","($7,246,052.94)","$1,133,055.48 ","($9,468,521.58)"
"Roman J. Israel, Esq.",2017,Crime, Drama, Thriller,122,"Canada, United Arab Emirates, USA",English,Dan Gilroy,Dan Gilroy,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt, Amanda Warren, Hugo Armstrong, Sam Gilroy, Tony Plana, DeRon Horton, Amari Cheatom, Vince Cefalu, Tarina Pouncy, Nazneen Contractor, Niles Fitch, Jocelyn Ayanna",Denzel Washington,"Denzel Washington, Colin Farrell","Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.","Roman J. Israel, Esq., a driven,",6.5,"$23,228,794.06 ","$12,630,950.30 ","($9,369,049.70)","$13,753,409.97 ","($9,475,384.09)"
Collateral Damage,2002,Action, Drama, Thriller,108,"USA, Mexico",English,Andrew Davis,"Ronald Roose, David Griffiths","Arnold Schwarzenegger, Francesca Neri, Elias Koteas, Cliff Curtis, John Leguizamo, John Turturro, Jsu Garcia, Tyler Posey, Michael Milhoan, Rick Worthy, Raymond Cruz, Lindsay Frost, Ethan Dampf, Jorge Zepeda, Miguel Sandoval",Arnold Schwarzenegger,Arnold Schwarzenegger,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.",After his family is killed by,5.5,"$122,284,241.25 ","$57,656,670.16 ","($27,343,329.84)","$112,763,957.02 ","($9,520,284.23)"
The Legend of Hercules,2014,Action, Adventure, Fantasy,99,"USA, Bulgaria, Germany",English,Renny Harlin,"Sean Hood, Daniel Giat","Kellan Lutz, Gaia Weiss, Scott Adkins, Roxanne McKee, Liam Garrigan, Liam McIntyre, Rade Serbedzija, Johnathon Schaech, Luke Newberry, Kenneth Cranham, Mariah Gale, Sarai Givaty, Dimiter Doichinov, Nikolai Sotirov, Radoslav Parvanov",Kellan Lutz,"Kellan Lutz, Gaia Weiss","The origin story of the mythical Greek hero. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom.",The origin story of the mythical,4.2,"$76,527,313.13 ","$20,606,113.85 ","($49,393,886.15)","$66,993,597.30 ","($9,533,715.83)"
Parkland,2013,Drama, History, Mystery,93,USA,English,Peter Landesman,"Peter Landesman, Vincent Bugliosi","Marcia Gay Harden, Matt Barr, Zac Efron, Mallory Moye, Paul Giamatti, Elizabeth Tulloch, Ron Livingston, Jason Douglas, David Harbour, James Badge Dale, Larry Jack Dotson, Austin Nichols, Billy Bob Thornton, Jonathan Breck, Eugene Lee",Marcia Gay Harden,"Marcia Gay Harden, Matt Barr",A recounting of the chaotic events that occurred at Dallas' Parkland Hospital on the day U.S. President,A recounting of the chaotic events,6.4,"$11,109,818.55 ","$726,194.40 ","($9,273,805.60)","$1,568,907.47 ","($9,540,911.08)"
Leaves of Grass,2009,Comedy, Crime, Drama,105,USA,English,Tim Blake Nelson,Tim Blake Nelson,"Edward Norton, Lucy DeVito, Kent Jude Bernard, Amelia Campbell, Tim Blake Nelson, Randal Reeder, Leo Fabian, Pruitt Taylor Vince, Tina Parker, Susan Sarandon, Ty Burrell, Lee Wilkof, Melanie Lynskey, Josh Pais, Lisa Benavides-Nelson",Edward Norton,"Edward Norton, Lucy DeVito","An Ivy League professor is lured back to his Oklahoma hometown, where his twin brother, a small-time pot grower, has concocted a scheme to take down a local drug lord.",An Ivy League professor is lured,6.4,"$10,857,329.97 ","$84,525.52 ","($8,915,474.48)","$1,247,644.74 ","($9,609,685.23)"
